Parent Category,Category,Part Number,Long Description,MSRP/Trade Price,Sales Price,Future MSRP/Trade Price,Future MSRP/Trade Price Effective Date,Future Sales Price,Future Sales Price Effective Date,Minimum Order Quantity,Product Status,Agency,COO,UPC
Intelligent Input-Output Modules,Isolator Modules,GSA-IM,Isolator Module. Use to isolate wiring faults on Class A (Style 7) loops.,$138.59,$69.30,,,,,1,Discontinued Item,CSFM FM UL,MX,77888400909
Intelligent Input-Output Modules,Isolator Modules,GSA-IM2,Kidde Intelligent isolator module use to isolate wiring faults on Class A loops for use with all KI detectors.,$138.59,$69.30,,,,,1,,ULC FM UL,MX,79301606186
Intelligent Input-Output Modules,Monitor Modules,GSA-MM1,Monitor Module - Single Input. Single circuit input module for use with Normally Open Contact devices. Factory programmed for Non-latching monitor operation.,$115.72,$57.85,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,79301700202
Intelligent Input-Output Modules,Polarity Reversal Relay Modules,GSA-CRR,Polarity Reversal Relay Module. Reverses polarity of 24 Vdc riser to sound a group of audible bases.,$161.37,$80.69,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,77888400908
Intelligent Input-Output Modules,Polarity Reversal Relay Modules,GSA-MCRR,Polarity Reversal Relay Module - UIO Mount.,$155.63,$77.83,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,79301700368
Intelligent Input-Output Modules,Related Equipment,235196P,Transient Protector for Bell and Horn Circuits,$5.64,$2.76,,,,,1,,UL,MX,79301700333
Intelligent Input-Output Modules,Related Equipment,27193-11,Electrical box surface mount red single-gang.,$22.44,$11.00,,,,,1,,FDNY ULC CB CC,CN,79301700006
Intelligent Input-Output Modules,Related Equipment,27193-11-NY,One gang surface mount box Red no bottom KO,$22.44,$11.00,,,,,1,,FDNY ULC CB CC,CN,79301603804
Intelligent Input-Output Modules,Related Equipment,27193-16,Electrical box surface mount white single-gang.,$22.44,$11.00,,,,,1,,CC,CN,79301700220
Intelligent Input-Output Modules,Related Equipment,27193-21,Surface Mount Box - Indoor Red 2-gang,$22.44,$10.99,,,,,1,,FDNY ULC CB,US,79301700219
Intelligent Input-Output Modules,Related Equipment,27193-26,Surface Mount Box - Indoor White 2-gang,$22.44,$10.99,,,,,1,,FDNY ULC CB,US,79301700221
Intelligent Input-Output Modules,Related Equipment,GSA-MB4,Module Mounting Bracket - for 4 inch Square Electric Box. Mounting kit allows installing 2 single gang GSA modules into a single 4 inch sq. box.,$38.15,$19.08,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,79301700331
Intelligent Input-Output Modules,Related Equipment,GSA-MP1,GSA Module Mounting Plate 1-footprint. Space for up to four 2-gang GSA modules or eight 1-gang GSA modules.,$51.39,$25.64,,,,,1,,FDNY ULC CB CC UL,US,79301700215
Intelligent Input-Output Modules,Related Equipment,GSA-MP2,GSA Module Mounting Plate 1/2-footprint. Space for up to two 2-gang GSA modules or four 1-gang GSA modules.,$41.92,$20.93,,,,,1,,FDNY ULC CB CC UL,US,79301700216
Intelligent Input-Output Modules,Related Equipment,GSA-MP2L,GSA Module Mounting Plate 1/2 Extended footprint. Space for up to three 2-gang GSA modules or six 1-gang GSA modules.,$45.65,$22.84,,,,,1,,FDNY ULC CB CC UL,US,79301700217
Intelligent Input-Output Modules,Related Equipment,MFC-A,Fire Control Accessory Multi-Function Enclosure 8 in.X14X3.5 in. Red,$168.40,$82.52,,,,,1,,ULC CC CSFM FM MEA UL,US,79301700462
Intelligent Input-Output Modules,Releasing Modules,276A-REL,Manual Release Station - single action,$170.87,$83.71,,,,,1,,CC CSFM FM UL,CN,79301602963
Intelligent Input-Output Modules,Releasing Modules,278A-REL,Manual Release Station - Double action,$180.36,$88.38,,,,,1,,FDNY ULC CB CC CSFM FM UL,CN,79301602964
Intelligent Input-Output Modules,Releasing Modules,GSA-REL,Agent Releasing Module - Intelligent 2-circuit,$752.66,$376.32,,,,,1,,FDNY ULC CB CSFM FM UL,MX,77888400925
Intelligent Input-Output Modules,Releasing Modules,RELA-ABT,Manual Abort Station - for releasing module,$172.13,$86.06,,,,,1,,FDNY ULC CB CC CSFM FM UL,US,79301602633
Intelligent Input-Output Modules,Releasing Modules,RELA-EOL,End of Line Relay Device - polarized,$191.22,$95.59,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,79301700070
Intelligent Input-Output Modules,Releasing Modules,RELA-SRV-1,Service Disconnect Keyswitch - for releasing module,$172.13,$86.06,,,,,1,,CSFM FM UL,US,77888401274
Intelligent Input-Output Modules,Riser Monitor Modules,GSA-MRM1,Riser monitor module UIO mount,$227.80,$113.87,,,,,1,,FDNY ULC CB CC CSFM UL,MX,79301700365
Intelligent Input-Output Modules,Riser Monitor Modules,GSA-RM1,Riser monitor module,$226.06,$113.01,,,,,1,,CSFM UL,MX,79301700370
Intelligent Input-Output Modules,Signal Modules,GSA-CC1,Single Input (Riser) Module. Features a built-in RING TONE generator; use for switching a single signal or audio circuit.,$170.87,$85.43,,,,,1,,FDNY ULC CB CC CSFM FM MEA UL,MX,79301700204
Intelligent Input-Output Modules,Signal Modules,GSA-CC2,Dual Input (Riser) Module. Use for switching (selecting) either of two signal or audio input circuits to one signal output circuit.,$220.10,$110.07,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,79301700205
Intelligent Input-Output Modules,Signal Modules,GSA-MCC1,Single Input (Riser) Module - UIO Mount.,$159.42,$79.71,,,,,1,,CSFM FM UL,MX,79301700359
Intelligent Input-Output Modules,Signal Modules,GSA-MCC2,Dual Input (Riser) Module - UIO Mount.,$212.59,$106.29,,,,,1,,FDNY ULC CB CC CSFM FM UL,MX,79301700360
Intelligent Input-Output Modules,Signal Modules,SIGA-CC2A,Dual Input (Riser) Module. Use for switching (selecting) either of two signal or audio input circuits to one signal output circuit. Class A ,$248.67,$124.33,,,,,1,,FDNY ULC CB CC CSA CSFM UL,MX,79301603808
Intelligent Input-Output Modules,Signal Modules,SIGA-MCC2A,Synchronized Signal Module /w 2 Risers in 1 Output Ckt Cl 'A',$248.67,$124.33,,,,,1,,FDNY ULC CB CC CSA CSFM UL,MX,79301603809
Intelligent Input-Output Modules,Synchronization Output Modules,GSA-CC1S,Single Input (Riser) Module. Features a built-in RING TONE generator; use for switching a single signal or audio circuit also includes strobe synchronization,$227.80,$113.90,,,,,1,,FDNY ULC CB CC CSFM UL,MX,77888400920
